Unnamed: 0,index,prediction
1142,1187,5.78 inch
1143,1188,8.4 inch
1144,1189,23.71 kilogram
1145,1190,37.79 millimetre
1146,1191,27.65 millimetre
1147,1192,30.68 millimetre
1148,1193,17.65 inch
1149,1194,21.52 inch
1150,1195,21.52 inch
1151,1196,17.65 inch
1152,1197,12.34 centimetre
1153,1198,10.36 centimetre
1154,1199,11.66 centimetre
1155,1200,26.51 centimetre
1156,1201,192.62 centimetre
1157,1202,16.87 kilogram
1158,1203,17.65 inch
1159,1204,142.9 inch
1160,1205,43.39 centimetre
1161,1206,43.33 centimetre
1162,1207,28.7 centimetre
1163,1208,32.23 centimetre
1164,1209,14.59 centimetre
1165,1210,165.88 centimetre
1166,1211,360.56 gram
1167,1212,360.56 gram
1168,1213,19.37 centimetre
1169,1214,95.35 volt
1170,1215,293.88 gram
1171,1216,26.51 centimetre
1172,1217,13.9 centimetre
1173,1218,867.8 gram
1174,1219,136.02 gram
1175,1220,21.18 inch
1176,1221,21.2 inch
1177,1222,28.42 centimetre
1178,1223,87.65 centimetre
1179,1224,34.66 gram
1180,1225,223.4 inch
1181,1226,82.57 gram
1182,1227,244.98 centimetre
1183,1228,13.9 centimetre
1184,1229,26.51 centimetre
1185,1230,7.16 inch
1186,1231,36.2 inch
1187,1232,36.2 inch
1188,1234,15.19 gram
1189,1235,26.51 centimetre
1190,1236,15.76 kilogram
1191,1237,30.09 centimetre
1192,1238,37.42 centimetre
1193,1239,27.94 centimetre
1194,1240,13.9 centimetre
1195,1241,335.61 gram
1196,1242,94.74 millilitre
1197,1243,26.4 centimetre
1198,1244,14.81 centimetre
1199,1245,43.44 centimetre
1200,1246,360.56 gram
1201,1247,10.21 centimetre
1202,1248,12.82 centimetre
1203,1249,4.29 inch
1204,1250,5.83 inch
1205,1251,341.73 millilitre
1206,1252,12.77 centimetre
1207,1253,14.41 centimetre
1208,1254,164.77 kilogram
1209,1255,300.0 gram
1210,1256,68.15 pound
1211,1257,15.36 centimetre
1212,1258,12.21 centimetre
1213,1259,21.67 centimetre
1214,1260,210.76 millilitre
1215,1261,11.91 inch
1216,1262,13.8 inch
1217,1263,30.7 centimetre
1218,1264,63.19 pound
1219,1265,89.07 inch
1220,1266,217.97 millilitre
1221,1267,45.51 centimetre
1222,1268,43.94 centimetre
1223,1269,244.98 centimetre
1224,1270,26.51 centimetre
1225,1271,292.92 watt
1226,1272,562.29 gram
1227,1273,294.95 volt
1228,1274,217.97 millilitre
1229,1275,33.14 centimetre
1230,1276,13.34 centimetre
1231,1277,244.96 centimetre
1232,1278,86.19 watt
1233,1279,96.1 volt
1234,1280,16.87 kilogram
1235,1281,21.52 inch
1236,1282,37.08 gram
1237,1283,35.14 gram
1238,1284,25.27 fluid
1239,1285,361.67 gram
1240,1286,244.98 centimetre
1241,1287,183.99 centimetre
1242,1288,183.99 centimetre
1243,1289,21.52 inch
1244,1290,360.56 gram
1245,1291,253.27 gram
1246,1292,64.0 centimetre
1247,1293,25.28 centimetre
1248,1294,360.56 gram
1249,1295,53.94 centimetre
1250,1296,244.98 centimetre
1251,1297,4.33 inch
1252,1298,25.39 inch
1253,1299,25.72 centimetre
1254,1300,30.07 centimetre
1255,1301,53.86 centimetre
1256,1302,29.46 centimetre
1257,1303,117.31 gram
1258,1304,26.29 centimetre
1259,1305,264.46 watt
1260,1306,15.76 centimetre
1261,1307,8.37 centimetre
1262,1308,13.9 centimetre
1263,1309,342.85 volt
1264,1310,258.32 gram
1265,1311,199.59 gram
1266,1312,30.47 inch
1267,1313,31.37 centimetre
1268,1314,26.43 centimetre
1269,1315,26.51 centimetre
1270,1316,6.63 inch
1271,1317,6.29 inch
1272,1318,9.47 inch
1273,1319,107.38 centimetre
1274,1320,106.69 centimetre
1275,1321,94.15 gram
1276,1322,21.97 centimetre
1277,1323,22.95 centimetre
1278,1324,166.95 millilitre
1279,1325,53.12 inch
1280,1326,58.23 inch
1281,1327,250.87 gram
1282,1328,217.97 millilitre
1283,1329,13.9 centimetre
1284,1330,96.02 centimetre
1285,1331,77.79 kilogram
1286,1332,74.64 kilogram
1287,1334,11.91 centimetre
1288,1335,16.36 centimetre
1289,1336,6.87 inch
1290,1337,5.16 inch
1291,1338,21.52 inch
1292,1339,17.65 inch
1293,1340,360.56 gram
1294,1341,34.07 centimetre
1295,1342,291.58 gram
1296,1343,21.52 inch
1297,1344,29.36 centimetre
1298,1345,5.03 inch
1299,1346,10.72 inch
1300,1347,360.18 gram
1301,1348,96.1 volt
1302,1349,102.86 pound
1303,1350,360.56 gram
1304,1351,398.6 gram
1305,1352,291.61 gram
1306,1353,96.1 volt
1307,1354,86.19 watt
1308,1355,15.01 centimetre
1309,1356,46.48 centimetre
1310,1357,21.73 inch
1311,1358,25.16 inch
1312,1359,26.01 centimetre
1313,1360,52.15 centimetre
1314,1361,35.65 centimetre
1315,1362,63.18 centimetre
1316,1363,32.25 millimetre
1317,1364,360.56 gram
1318,1365,16.42 inch
1319,1366,17.02 inch
1320,1367,9.95 inch
1321,1368,333.33 gram
1322,1369,117.22 volt
1323,1370,197.66 ounce
1324,1373,13.9 centimetre
1325,1374,21.52 inch
1326,1375,17.65 inch
1327,1376,21.52 inch
1328,1377,187.97 centimetre
1329,1378,56.14 centimetre
1330,1379,83.67 centimetre
1331,1380,59.33 volt
1332,1381,130.35 inch
1333,1382,35.87 centimetre
1334,1383,33.99 centimetre
1335,1385,217.19 gram
1336,1386,37.04 volt
1337,1387,65.44 centimetre
1338,1388,26.04 centimetre
1339,1389,15.33 centimetre
1340,1391,360.56 gram
1341,1392,33.4 centimetre
1342,1393,217.97 millilitre
1343,1394,21.52 inch
1344,1395,17.65 inch
1345,1396,26.51 centimetre
1346,1397,30.61 centimetre
1347,1398,32.1 centimetre
1348,1399,208.69 millilitre
1349,1400,244.98 centimetre
1350,1401,342.71 gram
1351,1402,11.19 inch
1352,1403,10.37 inch
1353,1404,94.27 volt
1354,1405,37.51 centimetre
1355,1406,81.09 pound
1356,1407,17.65 inch
1357,1408,255.98 gram
1358,1409,16.42 centimetre
1359,1410,37.44 centimetre
1360,1411,81.02 watt
1361,1412,41.4 volt
1362,1413,319.75 gram
1363,1414,86.19 watt
1364,1415,360.56 gram
1365,1416,21.52 inch
1366,1417,88.14 gram
1367,1418,51.19 centimetre
1368,1419,49.28 centimetre
1369,1420,28.43 centimetre
1370,1421,31.34 centimetre
1371,1422,92.99 gram
1372,1423,89.62 kilogram
1373,1424,26.51 centimetre
1374,1425,89.34 volt
1375,1426,220.06 gram
1376,1427,44.62 watt
1377,1428,255.79 centimetre
1378,1429,246.76 centimetre
1379,1430,53.97 inch
1380,1431,243.03 centimetre
1381,1432,27.95 centimetre
1382,1433,60.41 centimetre
1383,1434,50.34 centimetre
1384,1435,244.98 centimetre
1385,1436,70.36 inch
1386,1437,89.69 inch
1387,1438,97.41 volt
1388,1439,343.58 gram
1389,1440,86.11 watt
1390,1441,96.57 volt
1391,1442,33.33 centimetre
1392,1443,10.89 centimetre
1393,1444,102.38 millimetre
1394,1445,8.91 gram
1395,1446,87.98 watt
1396,1447,96.1 volt
1397,1448,86.19 watt
1398,1449,360.56 gram
1399,1450,116.23 centimetre
1400,1451,398.98 gram
1401,1452,74.61 centimetre
1402,1453,84.83 volt
1403,1454,21.78 centimetre
1404,1455,74.49 centimetre
1405,1456,29.03 inch
1406,1457,13.89 inch
1407,1458,28.13 inch
1408,1459,360.56 gram
1409,1460,285.96 gram
1410,1461,96.21 centimetre
1411,1462,36.86 inch
1412,1463,28.79 inch
1413,1464,153.94 centimetre
1414,1465,59.34 volt
1415,1466,87.91 watt
1416,1467,21.52 inch
1417,1468,360.56 gram
1418,1469,17.11 gram
1419,1470,165.18 centimetre
1420,1471,51.54 centimetre
1421,1472,26.23 millimetre
1422,1473,16.93 gram
1423,1474,164.58 centimetre
1424,1475,26.51 centimetre
1425,1476,13.9 centimetre
1426,1477,13.8 centimetre
1427,1478,17.1 centimetre
1428,1479,24.41 centimetre
1429,1480,27.04 inch
1430,1481,96.1 volt
1431,1482,26.51 centimetre
1432,1483,122.55 millimetre
1433,1484,57.56 millimetre
1434,1485,21.52 inch
1435,1486,17.65 inch
1436,1487,37.64 kilogram
1437,1488,527.23 volt
1438,1489,83.39 volt
1439,1490,26.51 centimetre
1440,1491,13.9 centimetre
1441,1492,58.68 centimetre
1442,1493,32.29 inch
1443,1495,53.67 centimetre
1444,1496,67.52 centimetre
1445,1497,6.14 inch
1446,1498,90.58 kilogram
1447,1499,289.05 gram
1448,1500,33.3 inch
1449,1501,22.22 inch
1450,1502,10.36 inch
1451,1503,59.19 centimetre
1452,1504,355.11 kilogram
1453,1505,360.56 gram
1454,1506,86.55 centimetre
1455,1507,57.91 gram
1456,1508,29.49 centimetre
1457,1509,21.27 centimetre
1458,1510,33.33 centimetre
1459,1511,11.33 kilogram
1460,1512,244.98 centimetre
1461,1513,13.9 centimetre
1462,1514,253.11 centimetre
1463,1515,14.92 volt
1464,1516,43.16 watt
1465,1517,100.29 gram
1466,1518,8.02 inch
1467,1519,8.96 inch
1468,1520,13.33 centimetre
1469,1521,7.59 centimetre
1470,1522,118.8 volt
1471,1523,60.73 inch
1472,1524,15.3 centimetre
1473,1525,26.51 centimetre
1474,1526,232.94 gram
1475,1527,244.98 centimetre
1476,1528,280.88 gram
1477,1529,347.41 gram
1478,1530,26.51 centimetre
1479,1531,244.98 centimetre
1480,1532,170.75 gram
1481,1533,237.08 centimetre
1482,1534,13.9 centimetre
1483,1535,82.55 watt
1484,1536,360.56 gram
1485,1537,96.1 volt
1486,1538,219.61 centimetre
1487,1539,17.2 centimetre
1488,1540,17.54 centimetre
1489,1541,11.84 centimetre
1490,1542,83.62 millilitre
1491,1543,210.91 millilitre
1492,1544,78.16 volt
1493,1545,25.13 centimetre
1494,1546,206.46 centimetre
1495,1547,92.81 volt
1496,1548,376.19 kilogram
1497,1549,75.55 gram
1498,1550,96.4 watt
1499,1551,109.56 volt
1500,1552,28.34 centimetre
1501,1553,40.31 kilogram
1502,1554,360.56 gram
1503,1555,290.98 gram
1504,1556,844.29 horsepower
1505,1557,540.26 volt
1506,1558,112.75 inch
1507,1559,15.28 centimetre
1508,1560,111.21 inch
1509,1561,324.62 gram
1510,1562,165.45 kilogram
1511,1563,46.64 centimetre
1512,1564,244.98 centimetre
1513,1565,26.31 centimetre
1514,1566,96.1 volt
1515,1567,15.0 inch
1516,1568,24.22 inch
1517,1569,14.88 inch
1518,1570,36.24 centimetre
1519,1571,26.51 centimetre
1520,1572,360.56 gram
1521,1573,128.24 gram
1522,1574,18.36 pound
1523,1575,52.28 gram
1524,1576,239.63 centimetre
1525,1577,14.68 centimetre
1526,1578,53.64 pound
1527,1579,86.19 watt
1528,1580,96.1 volt
1529,1581,360.56 gram
1530,1582,294.93 gram
1531,1583,71.55 watt
1532,1584,10.52 centimetre
1533,1585,184.33 centimetre
1534,1586,20.66 centimetre
1535,1587,13.9 centimetre
1536,1588,26.51 centimetre
1537,1589,148.23 inch
1538,1590,148.12 inch
1539,1591,6.89 centimetre
1540,1592,221.56 centimetre
1541,1593,26.87 centimetre
1542,1594,37.16 centimetre
1543,1595,129.02 centimetre
1544,1596,188.53 millilitre
1545,1597,13.9 centimetre
1546,1598,244.98 centimetre
1547,1599,13.9 centimetre
1548,1600,244.98 centimetre
1549,1601,28.26 centimetre
1550,1602,22.62 centimetre
1551,1603,78.68 centimetre
1552,1604,16.1 centimetre
1553,1605,319.96 gram
1554,1606,113.46 millimetre
1555,1607,49.86 centimetre
1556,1608,5.12 inch
1557,1609,7.96 inch
1558,1610,8.61 inch
1559,1611,29.33 centimetre
1560,1612,14.55 inch
1561,1613,8.42 inch
1562,1614,6.4 inch
1563,1615,202.51 pound
1564,1616,16.01 centimetre
1565,1617,26.14 centimetre
1566,1618,110.45 watt
1567,1619,194.97 gram
1568,1620,89.16 volt
1569,1621,307.81 gram
1570,1622,87.38 watt
1571,1623,93.92 volt
1572,1624,122.22 gram
1573,1625,130.84 millilitre
1574,1626,96.1 volt
1575,1627,85.55 watt
1576,1628,84.82 volt
1577,1629,22.28 centimetre
1578,1630,91.81 centimetre
1579,1631,26.64 centimetre
1580,1632,45.3 gram
1581,1633,415.85 gram
1582,1634,90.38 volt
1583,1635,88.64 gram
1584,1636,24.16 centimetre
1585,1637,24.33 centimetre
1586,1638,360.56 gram
1587,1639,96.1 volt
1588,1640,193.86 pound
1589,1641,13.9 centimetre
1590,1642,244.98 centimetre
1591,1643,28.06 centimetre
1592,1644,12.83 centimetre
1593,1645,153.41 centimetre
1594,1646,21.78 centimetre
1595,1647,244.98 centimetre
1596,1648,28.03 centimetre
1597,1649,13.9 centimetre
1598,1650,21.52 inch
1599,1651,17.65 inch
1600,1652,82.09 centimetre
1601,1653,190.78 centimetre
1602,1654,96.57 volt
1603,1655,15.69 centimetre
1604,1656,244.98 centimetre
1605,1657,144.42 centimetre
1606,1658,13.29 inch
1607,1659,11.6 inch
1608,1660,13.6 inch
1609,1661,26.12 centimetre
1610,1662,30.57 centimetre
1611,1663,181.93 watt
1612,1664,25.13 centimetre
1613,1665,120.65 volt
1614,1666,145.3 horsepower
1615,1667,92.2 millilitre
1616,1668,116.95 gram
1617,1669,25.83 centimetre
1618,1670,56.81 watt
1619,1671,10.45 centimetre
1620,1672,14.4 centimetre
1621,1673,26.51 centimetre
1622,1674,65.99 pound
1623,1675,26.43 centimetre
1624,1676,974.76 millilitre
1625,1677,179.81 kilogram
1626,1679,96.1 volt
1627,1680,12.29 inch
1628,1681,6.28 inch
1629,1682,334.03 gram
1630,1683,314.04 gram
1631,1684,360.9 kilogram
1632,1685,48.32 millimetre
1633,1686,244.98 centimetre
1634,1688,19.26 inch
1635,1689,107.62 centimetre
1636,1690,360.56 gram
1637,1691,47.56 kilogram
1638,1692,39.9 kilogram
1639,1693,11.69 inch
1640,1694,11.86 inch
1641,1695,5.45 inch
1642,1696,126.24 kilogram
1643,1697,126.33 kilogram
1644,1698,64.25 pound
1645,1699,134.04 watt
1646,1700,85.8 volt
1647,1701,13.78 centimetre
1648,1702,28.27 centimetre
1649,1703,21.25 centimetre
1650,1704,16.95 centimetre
1651,1705,7.73 centimetre
1652,1706,129.61 gram
1653,1707,232.31 millimetre
1654,1708,61.23 millimetre
1655,1709,13.95 centimetre
1656,1710,13.9 centimetre
1657,1711,26.51 centimetre
1658,1712,12.75 inch
1659,1713,5.53 inch
1660,1714,10.76 inch
1661,1715,11.03 inch
1662,1716,167.58 kilogram
1663,1717,22.65 fluid
1664,1718,86.35 gram
1665,1720,18.84 inch
1666,1721,8.93 pound
1667,1722,25.3 centimetre
1668,1723,24.48 centimetre
1669,1724,54.47 watt
1670,1725,11.5 gram
1671,1726,56.15 volt
1672,1727,105.03 kilogram
1673,1728,360.56 gram
1674,1729,16.87 kilogram
1675,1730,63.32 volt
1676,1731,41.67 centimetre
1677,1732,161.01 pound
1678,1733,77.28 gram
1679,1734,244.98 centimetre
1680,1735,13.9 centimetre
1681,1736,33.66 centimetre
1682,1737,17.57 centimetre
1683,1738,80.11 watt
1684,1739,74.81 volt
1685,1740,16.87 kilogram
1686,1741,7.83 inch
1687,1742,8.82 inch
1688,1743,20.78 kilogram
1689,1744,122.86 gram
1690,1745,324.65 volt
1691,1746,307.77 watt
1692,1747,244.98 centimetre
1693,1748,13.9 centimetre
1694,1749,26.51 centimetre
1695,1750,26.26 centimetre
1696,1751,110.49 centimetre
1697,1752,354.46 gram
1698,1753,117.48 volt
1699,1754,102.73 watt
1700,1755,17.8 centimetre
1701,1757,140.45 millimetre
1702,1758,237.61 centimetre
1703,1759,86.19 watt
1704,1760,96.1 volt
1705,1761,147.41 volt
1706,1762,59.82 centimetre
1707,1763,189.28 centimetre
1708,1764,36.05 volt
1709,1765,128.7 gram
1710,1766,83.59 pound
1711,1767,105.05 millimetre
1712,1768,215.95 kilogram
1713,1769,22.4 kilogram
1714,1770,70.46 pound
1715,1771,253.88 gram
1716,1772,213.23 volt
1717,1773,5.47 inch
1718,1774,5.82 inch
1719,1775,282.52 gram
1720,1776,359.94 gram
1721,1777,39.04 centimetre
1722,1778,13.83 inch
1723,1779,77.28 volt
1724,1780,89.39 watt
1725,1781,17.7 centimetre
1726,1782,26.51 centimetre
1727,1783,13.9 centimetre
1728,1784,244.98 centimetre
1729,1785,13.9 centimetre
1730,1786,58.11 inch
1731,1789,70.66 centimetre
1732,1790,13.9 centimetre
1733,1791,244.98 centimetre
1734,1792,138.09 kilogram
1735,1793,810.24 gram
1736,1794,13.9 centimetre
1737,1795,244.98 centimetre
1738,1796,26.51 centimetre
1739,1797,13.9 centimetre
1740,1798,5.81 centimetre
1741,1799,13.48 inch
1742,1800,26.88 centimetre
1743,1801,132.94 gram
1744,1802,154.3 kilogram
1745,1805,13.9 centimetre
1746,1806,343.91 gram
1747,1807,18.19 inch
1748,1808,55.88 centimetre
1749,1809,314.66 gram
1750,1810,65.48 centimetre
1751,1811,18.14 centimetre
1752,1812,244.98 centimetre
1753,1813,26.51 centimetre
1754,1814,13.9 centimetre
1755,1815,16.09 kilogram
1756,1816,9.8 inch
1757,1817,9.94 inch
1758,1818,970.3 gram
1759,1819,81.28 volt
1760,1820,191.71 millilitre
1761,1821,172.91 inch
1762,1822,27.38 inch
1763,1823,360.56 gram
1764,1824,78.05 watt
1765,1825,93.78 volt
1766,1828,30.72 inch
1767,1829,30.65 inch
1768,1830,17.45 centimetre
1769,1831,96.1 volt
1770,1832,16.06 centimetre
1771,1836,94.97 volt
1772,1837,26.09 centimetre
1773,1838,16.56 centimetre
1774,1839,58.63 inch
1775,1840,113.01 inch
1776,1841,17.0 gram
1777,1842,8.42 centimetre
1778,1843,22.0 centimetre
1779,1844,24.59 centimetre
1780,1845,37.23 centimetre
1781,1846,594.84 volt
1782,1847,572.63 watt
1783,1848,762.77 gram
1784,1849,13.9 centimetre
1785,1850,31.04 centimetre
1786,1851,11.41 inch
1787,1852,11.24 inch
1788,1853,21.43 centimetre
1789,1854,85.93 centimetre
1790,1855,146.79 pound
1791,1856,244.98 centimetre
1792,1857,13.9 centimetre
1793,1858,58.75 kilogram
1794,1859,133.32 pound
1795,1860,23.88 millilitre
1796,1861,123.76 kilogram
1797,1862,10.51 inch
1798,1863,9.55 inch
1799,1864,95.09 centimetre
1800,1865,190.6 centimetre
1801,1866,114.49 gram
1802,1867,75.36 watt
1803,1868,95.67 volt
1804,1869,85.86 gram
1805,1870,19.39 inch
1806,1871,52.28 centimetre
1807,1872,168.55 inch
1808,1873,162.92 inch
1809,1874,13.9 centimetre
1810,1875,107.03 volt
1811,1876,21.75 kilogram
1812,1877,356.89 gram
1813,1878,117.48 watt
1814,1879,56.18 watt
1815,1880,369.27 gram
1816,1881,56.22 volt
1817,1882,14.91 inch
1818,1883,7.32 inch
1819,1884,7.27 inch
1820,1885,7.69 inch
1821,1886,14.62 centimetre
1822,1887,360.56 gram
1823,1888,68.14 centimetre
1824,1890,118.65 centimetre
1825,1891,19.04 inch
1826,1892,18.98 inch
1827,1893,244.98 centimetre
1828,1894,245.35 gram
1829,1895,852.7 gram
1830,1896,93.19 volt
1831,1897,9.79 centimetre
1832,1898,205.26 gram
1833,1899,28.15 centimetre
1834,1900,388.26 pound
1835,1901,14.47 inch
1836,1902,16.14 inch
1837,1903,5.99 inch
1838,1904,5.15 inch
1839,1905,21.61 inch
1840,1906,34.41 inch
1841,1907,282.28 pound
1842,1908,32.19 centimetre
1843,1909,37.42 centimetre
1844,1910,12.05 centimetre
1845,1911,220.45 centimetre
1846,1912,12.6 centimetre
1847,1913,25.14 centimetre
1848,1914,83.89 volt
1849,1915,360.56 gram
1850,1916,16.87 kilogram
1851,1917,40.62 pound
1852,1918,244.98 centimetre
1853,1919,115.34 inch
1854,1920,360.56 gram
1855,1921,300.0 gram
1856,1922,26.04 centimetre
1857,1923,244.98 centimetre
1858,1924,15.12 centimetre
1859,1925,19.53 centimetre
1860,1926,335.23 gram
1861,1927,113.33 fluid
1862,1928,13.9 centimetre
1863,1929,93.87 fluid
1864,1930,57.42 inch
1865,1931,57.35 inch
1866,1932,33.33 centimetre
1867,1933,21.27 centimetre
1868,1934,92.66 volt
1869,1935,21.28 centimetre
1870,1936,92.6 ounce
1871,1937,50.9 volt
1872,1938,51.45 watt
1873,1939,137.65 kilogram
1874,1940,104.8 gram
1875,1941,18.74 watt
1876,1942,60.84 millilitre
1877,1943,41.83 centimetre
1878,1944,48.86 centimetre
1879,1945,15.4 millilitre
1880,1947,101.98 centimetre
1881,1948,26.04 centimetre
1882,1949,26.51 centimetre
1883,1951,59.9 volt
1884,1952,350.62 gram
1885,1953,71.36 ounce
1886,1954,89.8 watt
1887,1955,9.26 centimetre
1888,1956,35.01 millimetre
1889,1957,563.43 gram
1890,1958,20.95 pound
1891,1959,26.51 centimetre
1892,1960,144.51 fluid
1893,1961,181.59 centimetre
1894,1962,26.51 centimetre
1895,1963,27.33 inch
1896,1964,15.46 inch
1897,1965,16.07 inch
1898,1966,207.61 gram
1899,1968,16.15 centimetre
1900,1969,34.84 centimetre
1901,1970,15.91 inch
1902,1971,84.15 kilogram
1903,1972,14.42 centimetre
1904,1973,26.51 centimetre
1905,1974,181.59 centimetre
1906,1975,244.98 centimetre
1907,1976,25.98 centimetre
1908,1977,109.04 centimetre
1909,1978,351.56 gram
1910,1979,19.41 centimetre
1911,1980,223.4 centimetre
1912,1981,13.9 centimetre
1913,1982,285.96 gram
1914,1983,48.77 centimetre
1915,1984,46.26 centimetre
1916,1985,86.19 watt
1917,1986,96.1 volt
1918,1987,49.71 gram
1919,1988,360.56 gram
1920,1989,256.27 pound
1921,1990,24.81 centimetre
1922,1991,54.61 centimetre
1923,1992,130.13 centimetre
1924,1993,25.71 centimetre
1925,1994,34.25 centimetre
1926,1995,108.18 centimetre
1927,1996,46.93 centimetre
1928,1997,41.16 centimetre
1929,1998,22.64 centimetre
1930,1999,162.05 centimetre
1931,2000,212.86 centimetre
1932,2001,42.92 centimetre
1933,2002,14.01 inch
1934,2003,365.78 gram
1935,2004,93.15 watt
1936,2005,102.35 volt
1937,2006,87.56 volt
1938,2007,42.09 centimetre
1939,2008,36.17 centimetre
1940,2009,178.71 gram
1941,2010,61.34 volt
1942,2011,51.43 watt
1943,2012,244.98 centimetre
1944,2013,13.9 centimetre
1945,2014,26.59 centimetre
1946,2015,13.9 centimetre
1947,2016,244.98 centimetre
1948,2017,205.48 litre
1949,2018,97.52 gram
1950,2019,52.54 kilogram
1951,2020,369.08 gram
1952,2021,65.51 volt
1953,2022,37.48 kilogram
1954,2023,41.75 inch
1955,2024,16.27 centimetre
1956,2025,20.63 centimetre
1957,2026,95.12 centimetre
1958,2027,237.88 gram
1959,2028,27.76 centimetre
1960,2029,23.38 centimetre
1961,2030,33.16 centimetre
1962,2031,360.56 gram
1963,2032,311.05 gram
1964,2033,431.57 centimetre
